year,iso_3166_2,oblast,oblast_uk,zone,crop,centroid_lat,centroid_lon,yield_tha,conflict_zone,is_real_yield,weather_used,weather_factor
2019,UA-46,Lviv,Львівська,forest_steppe,wheat,49.84,24.03,4.95,False,True,False,1.0
2019,UA-59,Sumy,Сумська,forest_steppe,wheat,50.92,34.12,4.98,False,True,False,1.0
2019,UA-63,Kharkiv,Харківська,forest_steppe,wheat,49.99,36.23,4.27,False,True,False,1.0
2019,UA-09,Luhansk,Луганська,steppe_south,wheat,48.57,39.31,3.69,True,True,False,1.0
2019,UA-14,Donetsk,Донецька,steppe_south,wheat,48.02,37.8,3.76,True,True,False,1.0
2019,UA-65,Kherson,Херсонська,steppe_south,wheat,46.65,32.62,3.51,False,True,False,1.0
2019,UA-23,Zaporizhzhia,Запорізька,steppe_south,wheat,47.84,35.14,3.62,False,True,False,1.0
2019,UA-48,Mykolaiv,Миколаївська,steppe_south,wheat,46.97,31.99,3.69,False,True,False,1.0
2019,UA-53,Poltava,Полтавська,forest_steppe,wheat,49.59,34.55,4.87,False,True,False,1.0
2019,UA-68,Khmelnytskyi,Хмельницька,forest_steppe,wheat,49.42,26.99,5.9,False,True,False,1.0
2019,UA-61,Ternopil,Тернопільська,forest_steppe,wheat,49.55,25.62,5.26,False,True,False,1.0
2019,UA-12,Dnipropetrovsk,Дніпропетровська,steppe_north,wheat,48.46,35.03,3.77,False,True,False,1.0
2019,UA-71,Cherkasy,Черкаська,forest_steppe,wheat,49.43,32.06,5.52,False,True,False,1.0
2019,UA-35,Kirovohrad,Кіровоградська,steppe_north,wheat,48.51,32.27,4.45,False,True,False,1.0
2020,UA-74,Chernihiv,Чернігівська,polissia,wheat,51.5,31.3,4.8,False,True,False,1.0
2020,UA-07,Volyn,Волинська,polissia,wheat,51.2,24.7,4.49,False,True,False,1.0
2020,UA-56,Rivne,Рівненська,polissia,wheat,50.78,26.43,4.5,False,True,False,1.0
2020,UA-18,Zhytomyr,Житомирська,polissia,wheat,50.26,28.66,4.26,False,True,False,1.0
2020,UA-32,Kyiv,Київська,forest_steppe,wheat,50.1,30.5,4.37,False,True,False,1.0
2020,UA-21,Zakarpattia,Закарпатська,transcarpathia,wheat,48.62,22.3,3.46,False,True,False,1.0
2020,UA-77,Chernivtsi,Чернівецька,forest_steppe,wheat,48.29,25.94,3.85,False,True,False,1.0
2020,UA-26,Ivano-Frankivsk,Івано-Франківська,forest_steppe,wheat,48.92,24.71,4.56,False,True,False,1.0
2020,UA-51,Odesa,Одеська,steppe_south,wheat,46.48,30.73,1.88,False,True,False,1.0
2020,UA-05,Vinnytsia,Вінницька,forest_steppe,wheat,49.23,28.47,4.4,False,True,False,1.0
2020,UA-46,Lviv,Львівська,forest_steppe,wheat,49.84,24.03,4.65,False,True,False,1.0
2020,UA-59,Sumy,Сумська,forest_steppe,wheat,50.92,34.12,5.37,False,True,False,1.0
2020,UA-63,Kharkiv,Харківська,forest_steppe,wheat,49.99,36.23,5.08,False,True,False,1.0
2020,UA-09,Luhansk,Луганська,steppe_south,wheat,48.57,39.31,3.85,True,True,False,1.0
2020,UA-14,Donetsk,Донецька,steppe_south,wheat,48.02,37.8,3.99,True,True,False,1.0
2020,UA-65,Kherson,Херсонська,steppe_south,wheat,46.65,32.62,3.27,False,True,False,1.0
2020,UA-23,Zaporizhzhia,Запорізька,steppe_south,wheat,47.84,35.14,3.15,False,True,False,1.0
2020,UA-48,Mykolaiv,Миколаївська,steppe_south,wheat,46.97,31.99,2.75,False,True,False,1.0
2020,UA-53,Poltava,Полтавська,forest_steppe,wheat,49.59,34.55,4.57,False,True,False,1.0
2020,UA-68,Khmelnytskyi,Хмельницька,forest_steppe,wheat,49.42,26.99,4.73,False,True,False,1.0
2020,UA-61,Ternopil,Тернопільська,forest_steppe,wheat,49.55,25.62,4.9,False,True,False,1.0
2020,UA-12,Dnipropetrovsk,Дніпропетровська,steppe_north,wheat,48.46,35.03,3.91,False,True,False,1.0
2020,UA-71,Cherkasy,Черкаська,forest_steppe,wheat,49.43,32.06,4.43,False,True,False,1.0
2020,UA-35,Kirovohrad,Кіровоградська,steppe_north,wheat,48.51,32.27,3.68,False,True,False,1.0
2021,UA-74,Chernihiv,Чернігівська,polissia,wheat,51.5,31.3,5.16,False,True,False,1.0
2021,UA-07,Volyn,Волинська,polissia,wheat,51.2,24.7,4.49,False,True,False,1.0
2021,UA-56,Rivne,Рівненська,polissia,wheat,50.78,26.43,4.82,False,True,False,1.0
2021,UA-18,Zhytomyr,Житомирська,polissia,wheat,50.26,28.66,4.96,False,True,False,1.0
2021,UA-32,Kyiv,Київська,forest_steppe,wheat,50.1,30.5,5.26,False,True,False,1.0
2021,UA-21,Zakarpattia,Закарпатська,transcarpathia,wheat,48.62,22.3,3.38,False,True,False,1.0
2021,UA-77,Chernivtsi,Чернівецька,forest_steppe,wheat,48.29,25.94,5.27,False,True,False,1.0
2021,UA-26,Ivano-Frankivsk,Івано-Франківська,forest_steppe,wheat,48.92,24.71,5.16,False,True,False,1.0
2021,UA-51,Odesa,Одеська,steppe_south,wheat,46.48,30.73,4.05,False,True,False,1.0
2021,UA-05,Vinnytsia,Вінницька,forest_steppe,wheat,49.23,28.47,5.68,False,True,False,1.0
2021,UA-46,Lviv,Львівська,forest_steppe,wheat,49.84,24.03,5.01,False,True,False,1.0
2021,UA-59,Sumy,Сумська,forest_steppe,wheat,50.92,34.12,4.85,False,True,False,1.0
2021,UA-63,Kharkiv,Харківська,forest_steppe,wheat,49.99,36.23,4.86,False,True,False,1.0
2021,UA-09,Luhansk,Луганська,steppe_south,wheat,48.57,39.31,3.92,True,True,False,1.0
2021,UA-14,Donetsk,Донецька,steppe_south,wheat,48.02,37.8,4.06,True,True,False,1.0
2021,UA-65,Kherson,Херсонська,steppe_south,wheat,46.65,32.62,4.25,False,True,False,1.0
2021,UA-23,Zaporizhzhia,Запорізька,steppe_south,wheat,47.84,35.14,3.88,False,True,False,1.0
2021,UA-48,Mykolaiv,Миколаївська,steppe_south,wheat,46.97,31.99,4.23,False,True,False,1.0
2021,UA-53,Poltava,Полтавська,forest_steppe,wheat,49.59,34.55,4.91,False,True,False,1.0
2021,UA-68,Khmelnytskyi,Хмельницька,forest_steppe,wheat,49.42,26.99,6.22,False,True,False,1.0
2021,UA-61,Ternopil,Тернопільська,forest_steppe,wheat,49.55,25.62,5.79,False,True,False,1.0
2021,UA-12,Dnipropetrovsk,Дніпропетровська,steppe_north,wheat,48.46,35.03,4.41,False,True,False,1.0
2021,UA-71,Cherkasy,Черкаська,forest_steppe,wheat,49.43,32.06,5.58,False,True,False,1.0
2021,UA-35,Kirovohrad,Кіровоградська,steppe_north,wheat,48.51,32.27,4.98,False,True,False,1.0
2022,UA-74,Chernihiv,Чернігівська,polissia,wheat,51.5,31.3,3.01,False,False,False,1.0
2022,UA-07,Volyn,Волинська,polissia,wheat,51.2,24.7,2.6,False,False,True,0.855
2022,UA-56,Rivne,Рівненська,polissia,wheat,50.78,26.43,2.83,False,False,True,0.9776
2022,UA-18,Zhytomyr,Житомирська,polissia,wheat,50.26,28.66,2.73,False,False,True,0.939
2022,UA-32,Kyiv,Київська,forest_steppe,wheat,50.1,30.5,3.85,False,False,True,0.98
2022,UA-21,Zakarpattia,Закарпатська,transcarpathia,wheat,48.62,22.3,2.83,False,False,True,0.8575
2022,UA-77,Chernivtsi,Чернівецька,forest_steppe,wheat,48.29,25.94,3.89,False,False,False,1.0
2022,UA-26,Ivano-Frankivsk,Івано-Франківська,forest_steppe,wheat,48.92,24.71,3.2,False,False,True,0.7921
2022,UA-51,Odesa,Одеська,steppe_south,wheat,46.48,30.73,3.06,False,False,True,0.8865
2022,UA-05,Vinnytsia,Вінницька,forest_steppe,wheat,49.23,28.47,4.03,False,False,False,1.0
2022,UA-46,Lviv,Львівська,forest_steppe,wheat,49.84,24.03,3.97,False,False,False,1.0
2022,UA-59,Sumy,Сумська,forest_steppe,wheat,50.92,34.12,4.01,False,False,False,1.0
2022,UA-63,Kharkiv,Харківська,forest_steppe,wheat,49.99,36.23,2.45,True,False,True,1.1346
2022,UA-09,Luhansk,Луганська,steppe_south,wheat,48.57,39.31,1.91,True,False,True,1.02
2022,UA-14,Donetsk,Донецька,steppe_south,wheat,48.02,37.8,2.05,True,False,True,1.061
2022,UA-65,Kherson,Херсонська,steppe_south,wheat,46.65,32.62,2.0,True,False,True,1.0654
2022,UA-23,Zaporizhzhia,Запорізька,steppe_south,wheat,47.84,35.14,1.71,True,False,True,0.8863
2022,UA-48,Mykolaiv,Миколаївська,steppe_south,wheat,46.97,31.99,3.98,False,False,True,1.1534
2022,UA-53,Poltava,Полтавська,forest_steppe,wheat,49.59,34.55,4.07,False,False,False,1.0
2022,UA-68,Khmelnytskyi,Хмельницька,forest_steppe,wheat,49.42,26.99,3.5,False,False,True,0.86
2022,UA-61,Ternopil,Тернопільська,forest_steppe,wheat,49.55,25.62,3.03,False,False,True,0.739
2022,UA-12,Dnipropetrovsk,Дніпропетровська,steppe_north,wheat,48.46,35.03,4.26,False,False,True,1.1523
2022,UA-71,Cherkasy,Черкаська,forest_steppe,wheat,49.43,32.06,3.93,False,False,False,1.0
2022,UA-35,Kirovohrad,Кіровоградська,steppe_north,wheat,48.51,32.27,3.86,False,False,False,1.0
2023,UA-74,Chernihiv,Чернігівська,polissia,wheat,51.5,31.3,3.73,False,False,True,1.0424
2023,UA-07,Volyn,Волинська,polissia,wheat,51.2,24.7,3.13,False,False,True,0.9032
2023,UA-56,Rivne,Рівненська,polissia,wheat,50.78,26.43,3.61,False,False,True,1.0319
2023,UA-18,Zhytomyr,Житомирська,polissia,wheat,50.26,28.66,3.27,False,False,True,0.9228
2023,UA-32,Kyiv,Київська,forest_steppe,wheat,50.1,30.5,4.78,False,False,True,1.0204
2023,UA-21,Zakarpattia,Закарпатська,transcarpathia,wheat,48.62,22.3,4.28,False,False,True,1.0981
2023,UA-77,Chernivtsi,Чернівецька,forest_steppe,wheat,48.29,25.94,4.74,False,False,False,1.0
2023,UA-26,Ivano-Frankivsk,Івано-Франківська,forest_steppe,wheat,48.92,24.71,5.35,False,False,True,1.12
2023,UA-51,Odesa,Одеська,steppe_south,wheat,46.48,30.73,4.62,False,False,True,1.1369
2023,UA-05,Vinnytsia,Вінницька,forest_steppe,wheat,49.23,28.47,4.61,False,False,False,1.0
2023,UA-46,Lviv,Львівська,forest_steppe,wheat,49.84,24.03,4.72,False,False,False,1.0
2023,UA-59,Sumy,Сумська,forest_steppe,wheat,50.92,34.12,4.74,False,False,False,1.0
2023,UA-63,Kharkiv,Харківська,forest_steppe,wheat,49.99,36.23,3.0,True,False,True,1.1547
2023,UA-09,Luhansk,Луганська,steppe_south,wheat,48.57,39.31,2.78,True,False,True,1.2602
2023,UA-14,Donetsk,Донецька,steppe_south,wheat,48.02,37.8,2.86,True,False,True,1.2747
2023,UA-65,Kherson,Херсонська,steppe_south,wheat,46.65,32.62,2.93,True,False,True,1.3
2023,UA-23,Zaporizhzhia,Запорізька,steppe_south,wheat,47.84,35.14,2.85,True,False,True,1.2912
2023,UA-48,Mykolaiv,Миколаївська,steppe_south,wheat,46.97,31.99,4.95,False,False,True,1.2143
2023,UA-53,Poltava,Полтавська,forest_steppe,wheat,49.59,34.55,4.74,False,False,False,1.0
2023,UA-68,Khmelnytskyi,Хмельницька,forest_steppe,wheat,49.42,26.99,4.72,False,False,True,1.0027
2023,UA-61,Ternopil,Тернопільська,forest_steppe,wheat,49.55,25.62,4.93,False,False,True,1.0417
2023,UA-12,Dnipropetrovsk,Дніпропетровська,steppe_north,wheat,48.46,35.03,5.21,False,False,True,1.155
2023,UA-71,Cherkasy,Черкаська,forest_steppe,wheat,49.43,32.06,4.66,False,False,False,1.0
2023,UA-35,Kirovohrad,Кіровоградська,steppe_north,wheat,48.51,32.27,5.19,False,False,True,1.1273
2016,UA-74,Chernihiv,Чернігівська,polissia,wheat,51.5,31.3,4.35,False,True,False,1.0
2016,UA-07,Volyn,Волинська,polissia,wheat,51.2,24.7,4.3,False,True,False,1.0
2016,UA-56,Rivne,Рівненська,polissia,wheat,50.78,26.43,4.51,False,True,False,1.0
2016,UA-18,Zhytomyr,Житомирська,polissia,wheat,50.26,28.66,4.66,False,True,False,1.0
2016,UA-32,Kyiv,Київська,forest_steppe,wheat,50.1,30.5,5.25,False,True,False,1.0
2016,UA-21,Zakarpattia,Закарпатська,transcarpathia,wheat,48.62,22.3,3.55,False,True,False,1.0
2016,UA-77,Chernivtsi,Чернівецька,forest_steppe,wheat,48.29,25.94,4.06,False,True,False,1.0
2016,UA-26,Ivano-Frankivsk,Івано-Франківська,forest_steppe,wheat,48.92,24.71,4.92,False,True,False,1.0
2016,UA-51,Odesa,Одеська,steppe_south,wheat,46.48,30.73,3.97,False,True,False,1.0
2016,UA-05,Vinnytsia,Вінницька,forest_steppe,wheat,49.23,28.47,5.88,False,True,False,1.0
2016,UA-46,Lviv,Львівська,forest_steppe,wheat,49.84,24.03,4.77,False,True,False,1.0
2016,UA-59,Sumy,Сумська,forest_steppe,wheat,50.92,34.12,4.37,False,True,False,1.0
2016,UA-63,Kharkiv,Харківська,forest_steppe,wheat,49.99,36.23,4.57,False,True,False,1.0
2016,UA-09,Luhansk,Луганська,steppe_south,wheat,48.57,39.31,3.7,True,True,False,1.0
2016,UA-14,Donetsk,Донецька,steppe_south,wheat,48.02,37.8,3.81,True,True,False,1.0
2016,UA-65,Kherson,Херсонська,steppe_south,wheat,46.65,32.62,3.62,False,True,False,1.0
2016,UA-23,Zaporizhzhia,Запорізька,steppe_south,wheat,47.84,35.14,3.24,False,True,False,1.0
2016,UA-48,Mykolaiv,Миколаївська,steppe_south,wheat,46.97,31.99,3.68,False,True,False,1.0
2016,UA-53,Poltava,Полтавська,forest_steppe,wheat,49.59,34.55,4.63,False,True,False,1.0
2016,UA-68,Khmelnytskyi,Хмельницька,forest_steppe,wheat,49.42,26.99,5.76,False,True,False,1.0
2016,UA-61,Ternopil,Тернопільська,forest_steppe,wheat,49.55,25.62,5.09,False,True,False,1.0
2016,UA-12,Dnipropetrovsk,Дніпропетровська,steppe_north,wheat,48.46,35.03,3.53,False,True,False,1.0
2016,UA-71,Cherkasy,Черкаська,forest_steppe,wheat,49.43,32.06,5.31,False,True,False,1.0
2016,UA-35,Kirovohrad,Кіровоградська,steppe_north,wheat,48.51,32.27,4.2,False,True,False,1.0
2025,UA-74,Chernihiv,Чернігівська,polissia,wheat,51.5,31.3,6.38,False,True,False,1.0
2025,UA-07,Volyn,Волинська,polissia,wheat,51.2,24.7,5.23,False,True,False,1.0
2025,UA-56,Rivne,Рівненська,polissia,wheat,50.78,26.43,5.23,False,True,False,1.0
2025,UA-18,Zhytomyr,Житомирська,polissia,wheat,50.26,28.66,5.15,False,True,False,1.0
2025,UA-32,Kyiv,Київська,forest_steppe,wheat,50.1,30.5,5.59,False,True,False,1.0
2025,UA-21,Zakarpattia,Закарпатська,transcarpathia,wheat,48.62,22.3,3.68,False,True,False,1.0
2025,UA-77,Chernivtsi,Чернівецька,forest_steppe,wheat,48.29,25.94,5.73,False,True,False,1.0
2025,UA-26,Ivano-Frankivsk,Івано-Франківська,forest_steppe,wheat,48.92,24.71,6.42,False,True,False,1.0
2025,UA-51,Odesa,Одеська,steppe_south,wheat,46.48,30.73,3.55,False,True,False,1.0
2025,UA-05,Vinnytsia,Вінницька,forest_steppe,wheat,49.23,28.47,5.83,False,True,False,1.0
2025,UA-46,Lviv,Львівська,forest_steppe,wheat,49.84,24.03,5.69,False,True,False,1.0
2025,UA-59,Sumy,Сумська,forest_steppe,wheat,50.92,34.12,6.19,False,True,False,1.0
2025,UA-63,Kharkiv,Харківська,forest_steppe,wheat,49.99,36.23,3.57,True,True,False,1.0
2025,UA-09,Luhansk,Луганська,steppe_south,wheat,48.57,39.31,3.14,True,True,False,1.0
2025,UA-14,Donetsk,Донецька,steppe_south,wheat,48.02,37.8,2.86,True,True,False,1.0
2025,UA-65,Kherson,Херсонська,steppe_south,wheat,46.65,32.62,2.12,True,True,False,1.0
2025,UA-23,Zaporizhzhia,Запорізька,steppe_south,wheat,47.84,35.14,2.49,True,True,False,1.0
2025,UA-48,Mykolaiv,Миколаївська,steppe_south,wheat,46.97,31.99,3.25,False,True,False,1.0
2025,UA-53,Poltava,Полтавська,forest_steppe,wheat,49.59,34.55,4.35,False,True,False,1.0
2025,UA-68,Khmelnytskyi,Хмельницька,forest_steppe,wheat,49.42,26.99,7.15,False,True,False,1.0
2025,UA-61,Ternopil,Тернопільська,forest_steppe,wheat,49.55,25.62,6.59,False,True,False,1.0
2025,UA-12,Dnipropetrovsk,Дніпропетровська,steppe_north,wheat,48.46,35.03,2.62,False,True,False,1.0
2025,UA-71,Cherkasy,Черкаська,forest_steppe,wheat,49.43,32.06,5.92,False,True,False,1.0
2025,UA-35,Kirovohrad,Кіровоградська,steppe_north,wheat,48.51,32.27,4.53,False,True,False,1.0
2017,UA-74,Chernihiv,Чернігівська,polissia,corn,51.5,31.3,7.89,False,True,False,1.0
2017,UA-07,Volyn,Волинська,polissia,corn,51.2,24.7,7.6,False,True,False,1.0
2017,UA-56,Rivne,Рівненська,polissia,corn,50.78,26.43,6.59,False,True,False,1.0
2017,UA-18,Zhytomyr,Житомирська,polissia,corn,50.26,28.66,6.6,False,True,False,1.0
2017,UA-32,Kyiv,Київська,forest_steppe,corn,50.1,30.5,5.88,False,True,False,1.0
2017,UA-21,Zakarpattia,Закарпатська,transcarpathia,corn,48.62,22.3,5.03,False,True,False,1.0
2017,UA-77,Chernivtsi,Чернівецька,forest_steppe,corn,48.29,25.94,5.18,False,True,False,1.0
2017,UA-26,Ivano-Frankivsk,Івано-Франківська,forest_steppe,corn,48.92,24.71,5.76,False,True,False,1.0
2017,UA-51,Odesa,Одеська,steppe_south,corn,46.48,30.73,3.38,False,True,False,1.0
2017,UA-05,Vinnytsia,Вінницька,forest_steppe,corn,49.23,28.47,6.98,False,True,False,1.0
2017,UA-46,Lviv,Львівська,forest_steppe,corn,49.84,24.03,6.29,False,True,False,1.0
2017,UA-59,Sumy,Сумська,forest_steppe,corn,50.92,34.12,7.72,False,True,False,1.0
2017,UA-63,Kharkiv,Харківська,forest_steppe,corn,49.99,36.23,3.52,False,True,False,1.0
2017,UA-09,Luhansk,Луганська,steppe_south,corn,48.57,39.31,2.47,True,True,False,1.0
2017,UA-14,Donetsk,Донецька,steppe_south,corn,48.02,37.8,2.98,True,True,False,1.0
2017,UA-65,Kherson,Херсонська,steppe_south,corn,46.65,32.62,6.55,False,True,False,1.0
2017,UA-23,Zaporizhzhia,Запорізька,steppe_south,corn,47.84,35.14,3.19,False,True,False,1.0
2017,UA-48,Mykolaiv,Миколаївська,steppe_south,corn,46.97,31.99,3.05,False,True,False,1.0
2017,UA-53,Poltava,Полтавська,forest_steppe,corn,49.59,34.55,4.92,False,True,False,1.0
2017,UA-68,Khmelnytskyi,Хмельницька,forest_steppe,corn,49.42,26.99,7.81,False,True,False,1.0
2017,UA-61,Ternopil,Тернопільська,forest_steppe,corn,49.55,25.62,7.39,False,True,False,1.0
2017,UA-12,Dnipropetrovsk,Дніпропетровська,steppe_north,corn,48.46,35.03,3.18,False,True,False,1.0
2017,UA-71,Cherkasy,Черкаська,forest_steppe,corn,49.43,32.06,5.52,False,True,False,1.0
2017,UA-35,Kirovohrad,Кіровоградська,steppe_north,corn,48.51,32.27,4.02,False,True,False,1.0
2018,UA-74,Chernihiv,Чернігівська,polissia,corn,51.5,31.3,9.71,False,True,False,1.0
2018,UA-07,Volyn,Волинська,polissia,corn,51.2,24.7,10.42,False,True,False,1.0
2018,UA-56,Rivne,Рівненська,polissia,corn,50.78,26.43,8.18,False,True,False,1.0
2018,UA-18,Zhytomyr,Житомирська,polissia,corn,50.26,28.66,9.21,False,True,False,1.0
2018,UA-32,Kyiv,Київська,forest_steppe,corn,50.1,30.5,9.98,False,True,False,1.0
2018,UA-21,Zakarpattia,Закарпатська,transcarpathia,corn,48.62,22.3,5.27,False,True,False,1.0
2018,UA-77,Chernivtsi,Чернівецька,forest_steppe,corn,48.29,25.94,5.96,False,True,False,1.0
2018,UA-26,Ivano-Frankivsk,Івано-Франківська,forest_steppe,corn,48.92,24.71,7.02,False,True,False,1.0
2018,UA-51,Odesa,Одеська,steppe_south,corn,46.48,30.73,5.08,False,True,False,1.0
2018,UA-05,Vinnytsia,Вінницька,forest_steppe,corn,49.23,28.47,9.96,False,True,False,1.0
2018,UA-46,Lviv,Львівська,forest_steppe,corn,49.84,24.03,8.66,False,True,False,1.0
2018,UA-59,Sumy,Сумська,forest_steppe,corn,50.92,34.12,8.83,False,True,False,1.0
2018,UA-63,Kharkiv,Харківська,forest_steppe,corn,49.99,36.23,5.71,False,True,False,1.0
2018,UA-09,Luhansk,Луганська,steppe_south,corn,48.57,39.31,3.51,True,True,False,1.0
2018,UA-14,Donetsk,Донецька,steppe_south,corn,48.02,37.8,2.97,True,True,False,1.0
2018,UA-65,Kherson,Херсонська,steppe_south,corn,46.65,32.62,7.05,False,True,False,1.0
2018,UA-23,Zaporizhzhia,Запорізька,steppe_south,corn,47.84,35.14,3.41,False,True,False,1.0
2018,UA-48,Mykolaiv,Миколаївська,steppe_south,corn,46.97,31.99,5.02,False,True,False,1.0
2018,UA-53,Poltava,Полтавська,forest_steppe,corn,49.59,34.55,7.97,False,True,False,1.0
